	ERR475468	ERR475469	ERR475470	ERR475471	ERR475473	ERR475474	ERR475476	ERR475477	ERR475478	ERR475480	ERR475481	ERR475482	ERR475483	ERR475484	ERR475485	ERR475486	ERR475487	ERR475488	ERR475491	ERR475492	ERR475493	ERR475494	ERR475495	ERR475497	ERR475499	ERR475500	ERR475501	ERR475503	ERR475504	ERR475508	ERR475509	ERR475512	ERR475513	ERR475514	ERR475515	ERR475516	ERR475517	ERR475519	ERR475520	ERR475521	ERR475522	ERR475523	ERR475524	ERR475525	ERR475526	ERR475527	ERR475529	ERR475531	ERR475532	ERR475533	ERR475534	ERR475539	ERR475540	ERR475541	ERR475545	ERR475547	ERR475548	ERR475549	ERR475550	ERR475553	ERR475555	ERR475557	ERR475560	ERR475562	ERR475563	ERR475564	ERR475565	ERR475566	ERR475567	ERR475568	ERR475569	ERR475570	ERR475571	ERR475572	ERR475573	ERR475574	ERR475575	ERR475576	ERR475577	ERR475578	ERR475579	ERR475580	ERR475581	ERR475582	ERR475585	ERR475586	ERR475588	ERR475589	ERR475591	ERR475592	ERR475594
K05550	0	3	4.2	0	0	0	8	7	9.8	22	7	14.2	0	0	2	0	0	22	16	30	0	13	0	42	63	0	116.6	161	0	13	38	0	169.4	0	58	14	57.8	418	25	121	6	4	0	6	309	2	1	0	0	0	0	0	5	14	7	8	0	0	0	0	22.2	0	1.6	10	0	59.8	0	0	0	0	7	0	0	19	0.6	17	0	0	0	30.6	22.4	0	0	25.6	34.2	23	38.4	201.6	168.6	188.8	258
K05556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K05559	780	833	810.2	697	2660	349.67	2156	1355	3024.8	3066	1446	6611.2	1187	273	489	75	139	3189	989	2602	932	3862.5	1233	4840	23000	4033	14634.93	15463.17	677	2677	4757	788	9381.4	94	7431	5906.5	10066.47	20191	3696.5	13164	1062.5	3279.33	431	795	899	608	373	843	800	244	620	1255	2258	1849	1638	1376	1703.33	81	400	563.83	498.2	96	1527.6	2005	766	37991.3	345	652	131	1187	1202	252	182	2100.5	924.6	1055	1502.83	1563	2250.17	2308.6	3794.4	556	2950	9313.6	12648.87	4646	2889.4	17790.6	16276.6	7812.8	19520
K05560	780	833	810.2	697	2660	349.67	2156	1360	3048.8	3066	1446	6611.2	1187	273	489	75	139	3189	989	2602	932	3862.5	1233	4840	23000	4033	14634.93	15426.17	677	2677	4823	788	9381.4	94	7431	5906.5	10340.47	20245	3703.5	13177	1062.5	3279.33	431	795	899	614	373	843	818	244	620	1255	2258	1849	1638	1376	1703.33	81	400	563.83	498.2	96	1527.6	2429	766	37998.3	373	652	131	1187	1202	252	191	2100.5	924.6	1083	1508.83	1563	2250.17	2313.6	3794.4	556	2950	9313.6	12648.87	4646	2889.4	17822.6	16320.6	7812.8	19520
K05561	780	833	810.2	697	2660	349.67	2156	1355	3024.8	3066	1446	6611.2	1187	273	489	75	139	3189	989	2602	932	3862.5	1233	4840	23000	4033	14634.93	15463.17	677	2677	4757	788	9381.4	94	7431	5906.5	10066.47	20191	3696.5	13164	1062.5	3279.33	431	795	899	608	373	843	800	244	620	1255	2258	1849	1638	1376	1703.33	81	400	563.83	498.2	96	1527.6	2005	766	37991.3	345	652	131	1187	1202	252	182	2100.5	924.6	1055	1502.83	1563	2250.17	2308.6	3794.4	556	2950	9313.6	12648.87	4646	2889.4	17790.6	16276.6	7812.8	19520
K05562	780	833	810.2	697	2660	349.67	2156	1355	3024.8	3066	1446	6611.2	1187	273	489	75	139	3189	989	2602	932	3862.5	1233	4840	23000	4033	14634.93	15426.17	677	2677	4757	788	9381.4	94	7431	5906.5	10066.47	20198	3696.5	13164	1062.5	3279.33	431	795	899	608	373	843	800	244	620	1255	2258	1849	1638	1376	1703.33	81	400	563.83	498.2	96	1527.6	2005	766	37991.3	345	652	131	1187	1202	252	182	2100.5	924.6	1055	1502.83	1563	2250.17	2308.6	3794.4	556	2950	9313.6	12648.87	4646	2889.4	17790.6	16276.6	7812.8	19520
K05563	780	833	810.2	697	2660	349.67	2156	1360	3048.8	3066	1446	6611.2	1187	273	489	75	139	3189	989	2602	932	3862.5	1233	4840	23000	4033	14634.93	15426.17	677	2677	4823	788	9381.4	94	7431	5906.5	10340.47	20319	3703.5	13177	1062.5	3279.33	431	795	899	614	373	843	818	244	620	1255	2258	1849	1638	1376	1703.33	81	400	563.83	498.2	96	1527.6	2429	766	37998.3	373	652	131	1187	1202	252	191	2100.5	924.6	1083	1508.83	1563	2250.17	2313.6	3794.4	556	2950	9313.6	12648.87	4646	2889.4	17822.6	16320.6	7812.8	19520
K05564	780	833	810.2	697	2660	349.67	2156	1355	3024.8	3066	1446	6611.2	1187	273	489	75	139	3189	989	2602	932	3862.5	1233	4840	23000	4033	14634.93	15463.17	677	2677	4757	788	9381.4	94	7431	5906.5	10066.47	20191	3696.5	13164	1062.5	3279.33	431	795	899	608	373	843	800	244	620	1255	2258	1849	1638	1376	1703.33	81	400	563.83	498.2	96	1527.6	2005	766	37991.3	345	652	131	1187	1202	252	182	2100.5	924.6	1055	1502.83	1563	2250.17	2308.6	3794.4	556	2950	9313.6	12648.87	4646	2889.4	17790.6	16276.6	7812.8	19520
K05565	5	26	0	0	3	26	21	32	120	15	12	91	130	5	13	2	5	36.42	37	23	50	22	6	72	206.66	256810	152	242	43.5	89	269.5	20	192	2	108	314.5	1113	2796	46	258	18.83	137.5	115.5	25	25	22	4	17	54	50	215	0	48	112	38.5	228	0	150	146	35	180	32	2	1272	62	44.5	127	12	19	0	773	15	188	23	16	136	51	0	0	47	537	29	45	84.34	380	45	80	367.33	368.5	574	258
K05566	1122	828.5	957	260	152	1709	304.67	394	500	5	534	465.5	208	317	163	0	19.5	61	95	383	125	187	190	387	2615	257119	4085	1124.5	4950	3113	3617.5	499	4564	54	708	1854.5	774	4559.17	2665	3680	386	140	1618	317	497	1012.5	3328	1492	1332	1005	1211	292	1022.5	1153	613	243	812	445	618	72	1162	3015.5	276.5	2000	560	14	532	359	1507.5	524	2236	513	262	145	1027	627.5	113	3050.5	1537.5	335.5	1919	348	448	2014.34	1675	7189	270	426	1733	544	6115
K05567	1122	721.5	957	260	155	1709	312.67	397	509	20	541	474.5	208	261	165	2	24.5	72.42	95	224	125	203	193	421	2658.16	257119	4046	1262.5	4669.5	3125	3638	499	4465	56	806	1805	855	5609.67	2690	3794	395.83	148.5	1625.5	323	806	952.5	3306	1467	1332	1005	1403	292	1031.5	1220	620.5	243	812	445	618	72	1176	3015.5	278.5	2000	560	94.5	532	359	1507.5	524	2192	513	262	157	1027	630.5	113	3050.5	1537.5	367.5	1928	348	448	2071.34	1907	7215	350	619.33	1999.5	745	6362
K05568	3349	2112.5	2871	774	441	5063	894.67	1137	1351	30	1599	1241.5	364	773	455	2	63.5	138.42	211	626	275	563	567	1119	7668.16	257735	11749	3303.5	13917.5	9197	9849	1457	12997	164	2202	4765	887	10784.67	7992	10882	1149.83	170.5	4645.5	925	1732	2809.5	9910	4367	3924	2915	3767	876	2998.5	3420	1784.5	273	2436	1035	1562	146	3168	9020.5	831.5	4242	1556	94.5	1398	1053	4484.5	1572	5046	1509	428	411	3049	1665.5	249	9107.5	4612.5	998.5	4710	986	1254	6057.34	4857	21545	890	1187.33	5289.5	1087	18570
K05569	1122	721.5	957	260	155	1709	312.67	397	509	20	541	474.5	208	261	165	2	19.5	69.42	95	224	125	203	193	419	2658.16	257119	3971	1254	4667.5	3122	3633	499	4465	56	806	1805	852	5570.67	2690	3794	395.83	148.5	1620.5	323	806	952.5	3306	1467	1332	1005	1403	292	1031.5	1217	620.5	243	812	445	618	72	1176	3015.5	278.5	2000	560	94.5	532	359	1507.5	524	2178	513	262	157	1027	630.5	113	3050.5	1537.5	367.5	1928	348	448	2071.34	1907	7215	350	619.33	1920	745	6362
K05570	1109.5	690	957	260	155	1709	299.67	383	470	20	536	379	204	256	154	2	16	47.42	58	211	75	197	190	381	2504.66	257117	3896	1198.5	4598.5	3125	3491.5	499	4438	56	790	1495	678	3944.67	2676	3689	386.83	19.5	1484.5	304	781	942	3302	1450	1332	955	1371	278	987	1175	558.5	15	812	264	386	37	996	2939	272	2000	498	94.5	489	347	1457	524	1426	498	101	153	996	520	80	3027	1472	333	1400	320	403	2051.34	1836	7170	350	541.33	1925.5	372	6197
K05571	1122	721.5	957	260	155	1709	312.67	397	509	20	541	474.5	208	261	165	2	24.5	72.42	95	224	125	203	193	421	2613.16	257119	3971	1254	4669.5	3115	3638	499	4465	56	806	1805	855	5625.67	2690	3794	395.83	148.5	1625.5	323	806	892.5	3284	1442	1332	1005	1403	292	1031.5	1220	620.5	243	812	445	618	72	1176	3015.5	278.5	2000	560	94.5	532	359	1507.5	524	2192	513	262	150	1027	630.5	113	3050.5	1537.5	367.5	1928	348	448	2071.34	1907	7215	350	619.33	1999.5	745	6362
K05572	1.5	0	0	0	9	6	0.67	0	0	0	0	0	0	0	7	0	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	10.5	0	260.67	0	5	0	0	0	0	9	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	7	0	5	0	14	0	10	0	0	0	0	0	5	0	0	0	0	0
K05573	1.5	0	0	0	9	6	0.67	0	0	0	0	0	0	0	7	0	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	10.5	0	260.67	0	5	0	0	0	0	9	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	7	0	5	0	14	0	10	0	0	0	0	0	5	0	0	0	0	0
K05574	1.5	0	0	0	9	6	0.67	0	0	0	0	0	0	0	7	0	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	10.5	0	260.67	0	5	0	0	0	0	9	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	7	0	5	0	14	0	10	0	0	0	0	0	5	0	0	0	0	0
K05575	6	0	0	0	27	18	3.35	0	0	0	0	0	0	0	21	0	0	0	0	0	0	4	0	0	0	0	15	0	0	0	0	0	0	0	0	42	0	1071.35	0	15	0	0	0	0	27	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	21	0	15	0	42	0	30	0	0	0	0	0	20	0	0	0	0	0
K05576	1.5	0	0	0	9	6	0.67	0	0	0	0	0	0	0	7	0	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	10.5	0	260.67	0	5	0	0	0	0	9	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	7	0	5	0	14	0	10	0	0	0	0	0	5	0	0	0	0	0
K05577	4.5	0	0	0	18	25	2.01	5	24	0	0	0	59	0	14	0	0	0	0	0	0	3	0	0	39.5	0	10	41	9	0	66	14	4	0	0	31.5	292	824.01	7	23	0	0	0	0	18	6	0	0	18	0	12	0	0	0	0	0	0	0	0	0	0	0	0	497	0	7	28	0	0	0	0	0	9	14	0	44	14	28	0	25	0	0	7	0	0	15	0	32	44	0	0
K05578	1.5	0	0	0	9	6	0.67	0	0	0	0	0	0	0	7	0	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	10.5	0	267.67	0	5	0	0	0	0	9	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	7	0	5	0	14	0	10	0	0	0	0	0	5	0	0	0	0	0
K05579	1.5	0	0	0	9	6	0.67	0	0	0	0	0	0	0	7	0	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	10.5	0	260.67	0	5	0	0	0	0	9	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	7	0	5	0	14	0	10	0	0	0	0	0	5	0	0	0	0	0
K05580	1.5	0	0	7	9	6	0.67	0	17	0	0	0	0	0	7	0	0	0	0	0	0	1	0	0	1345	0	5	633	0	0	13	0	209	0	0	10.5	0	260.67	0	5	0	0	0	17	9	0	0	0	0	0	6	0	0	0	0	196	304	0	0	0	0	204	0	31	0	0	0	0	0	0	518	23	0	7	0	5	0	14	0	425	0	0	0	0	65	5	0	0	0	0	0
K05581	1.5	0	0	0	9	6	0.67	0	0	0	0	0	0	0	7	0	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	10.5	0	260.67	0	5	0	0	0	0	9	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	7	0	5	0	14	0	10	0	0	0	0	0	5	0	0	0	0	0
K05582	1.5	0	0	0	9	6	0.67	0	0	0	0	0	0	0	7	0	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	10.5	0	260.67	0	5	0	0	0	0	9	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	7	0	5	0	14	0	10	0	0	0	0	0	5	0	0	0	0	0
K05583	1.5	0	0	0	9	6	0.67	0	0	0	0	0	0	0	7	0	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	10.5	0	260.67	0	5	0	0	0	0	9	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	7	0	5	0	14	0	10	0	0	0	0	0	5	0	0	0	0	0
K05584	1.5	0	0	0	9	6	0.67	0	0	0	0	0	0	0	7	0	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	10.5	0	260.67	0	5	0	0	0	0	9	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	7	0	5	0	14	0	10	0	0	0	0	0	5	0	0	0	0	0
K05585	1.5	0	0	0	9	6	0.67	0	0	0	0	0	0	0	7	0	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0	0	0	0	0	10.5	0	260.67	0	5	0	0	0	0	9	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	7	0	5	0	14	0	10	0	0	0	0	0	5	0	0	0	0	0
K05586	1.5	0	0	0	0	0	0.67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	10.5	0	235.67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
K05587	1.5	0	0	0	0	0	0.67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	10.5	0	235.67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
K05588	1.5	0	0	0	0	0	0.67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	10.5	0	235.67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
K05589	4822.25	617.67	1170.09	562.33	522.17	186	1409.75	3799.75	1978.9	67	225.5	341.95	59	2948.6	6057.92	655.58	321.75	4156.5	2847	340.75	5984.84	1350.5	1944.75	11218.75	4797.66	12678.26	6489.93	9689.96	11317.84	9293.66	18525.58	831	6549.4	1611.83	555	3550.5	324.17	3763.75	1527.16	7575.92	2008.58	2513.58	7654	2216.19	12679.08	11698.42	18179.12	887.75	1066.62	2494.5	3310.5	295	2501.08	2791.25	2805	1213.5	541.83	1237.5	727.15	1160.83	413.41	3983.02	5879.1	207.75	1080.77	407.55	2106	559	3231.5	326.75	3143.42	7818.75	1642.75	769.5	3985.85	140.03	422.08	302.08	17534.84	11042.68	2868.15	4520.75	2212.75	5655.26	3864.35	6455.25	13607.48	1313.1	1766.77	4090.88	9124.66
K05590	1218.58	29	479.25	154	224.5	0	20.75	2269.75	855.43	0	22.5	5.75	33	2323.75	5858.25	638.58	149.75	11.5	2772	144.75	2378.17	10	86.75	178.75	1316.16	9643.75	3993	556.5	274.17	211.66	12442.58	0	35	318.75	2	972	42.75	2223.75	58	667	184.75	606.25	5809	475.5	10015.08	9674.75	17974.5	546.75	181	1143.5	35.5	261	360.75	633.92	0	15.5	16.5	34.5	66	388	3.75	70.5	196.5	5.75	720.25	62.25	112	20	57.5	16.75	574.75	35.75	132.75	0	1589.25	76	398.25	143.58	16946.67	9977.75	322.75	3163.08	778.75	2914.33	1311.5	5693.25	12924.08	222.5	302.5	423.08	8897.33
K05591	1179.75	252	492.45	146	162.5	0	17.75	1208.75	581.43	7	17.5	7.75	33	2346.75	520.25	641.25	151.75	137.5	74	128.75	595.5	0	131.75	23.75	3036	8798.25	3932	690.5	279.5	37	12536.25	0	149	303.75	48	969	45.75	2153.75	71	608	786.75	584.25	5805	124	10412.25	6029.75	17877.5	550.75	99	1358.5	33.5	187	340.75	1244.75	0	31.5	25.5	43.5	29	294	26.75	102.5	196.5	23.75	621.92	212.25	12	0	53.5	22.75	873.25	12.75	132.75	5	1348.25	107	333.25	132.75	16761	10007.75	1975.75	3118.25	669.75	2982	446.5	5704.75	12927.75	253.5	317.5	2128.25	8910
K05592	92804.89	61626.11	62508.73	57827.01	50536.22	50098.03	85797.52	59760.92	153327.49	30688.53	38909.7	56140.46	31049.45	53373.96	58849.33	13786.36	27506.92	49431.95	44062.96	37709.02	128896.68	46297.94	58705.57	331122.76	360129.52	645636.97	371018.88	342183.29	307877.68	354281.4	341111.36	116756.55	324767.6	112962.8	133304.01	144941.94	122184.47	238799.39	141459.95	319240.59	172674.85	162176.23	125855.39	128361.21	147832.51	168616.29	48338.78	106709.36	84230.22	106763.8	177680.86	101866.67	142197.27	136471.7	108557.64	108332.95	116917.99	97326.15	114398.27	92898.49	101634.43	126426.55	126334.26	109836.53	125745.43	162790.5	112571.21	135550.28	139677.25	82199.74	135249.36	211672.8	88258.33	90786.35	127588.09	226366.2	135406.96	135299.79	166395.55	112030.8	100120.87	63580.01	135843.83	222479.05	203735.18	125727.33	165496.49	155865.34	163750.76	215027.17	117755.11
K05593	8047.5	6946.5	7330.67	4893	11257	6145	13940.66	5781	25884	1419.5	4788	4741.34	1626	6247	2270	217	2013.5	8473	1690	7059	36287	4164	14483.34	122605.33	12641.25	4000	69844.75	56076.5	42355	47312	24377.16	22548	26076	14140	14108.25	26142.34	13467	22599.67	13448	92935.34	11065.33	814.33	19152.67	16127	32843.32	18146.83	13152	33367.58	11305	8010	13668.34	6230	6039.5	11725	17358.25	12996.34	20479	24164.67	9768.66	6378.34	15993.66	9632.91	15233.84	34284	27821	196	39137.75	24909	11292.5	3718	14351.33	49880	12501.5	7429.58	26873	14841.5	11833	14727.17	20712.5	14027.5	10267.34	6745.75	14955	32499.16	34656.34	20542	13755.25	10453.25	31885	13646.33	24228
K05594	1058.75	29	479.25	154	157.5	0	12.75	1745.75	733.43	0	17.5	5.75	33	2311.75	340.25	638.25	149.75	11.5	99	55.75	12.5	0	34.75	5.75	1232	8768.25	3932	543.5	272.5	36	12438.25	0	35	229.75	2	949	36.75	2099.75	58	458	2.75	558.25	5805	275	9697.25	6765.75	17877.5	546.75	99	778.5	8.5	181	289.75	489.75	0	15.5	10.5	34.5	7	388	3.75	70.5	196.5	5.75	620.25	62.25	12	0	53.5	16.75	549.25	31.75	132.75	0	1526.25	76	325.25	69.75	16775	9977.75	134.75	3162.25	778.75	2655	80.5	5692.75	11415.75	222.5	302.5	123.25	8895
K05595	32798.11	27806.49	17026.08	40910.18	25453.33	19851.2	54204.14	31192.77	37637.84	10716.33	19740.05	23399.42	5368.5	13020.59	8222.71	849.91	1490.51	19652.78	39197.51	21357.93	31382.44	22726.78	15424.8	141911.5	152603.68	66657.82	322963.76	135712.34	120393.09	102876.49	120556.08	11119.18	217031.92	4878.58	33817.83	44562.91	36946.24	112415.67	153451.68	145539.86	10369.34	70325.26	81872.58	22617.42	39376.08	53848.28	22721.7	29537.24	44600.93	34394.45	45639.66	37981	111837.84	70407.76	58824.17	62604.02	28232.17	8332.04	5279.73	6056.3	7631.75	58891.59	14098.83	46822.25	11235.04	135860.75	58871.66	28587.12	173936	20329.19	78527.91	25159.82	14731.26	12150.74	29078.75	18968.17	8947.92	146761.66	29461.92	72777.81	81733.65	25244.38	28460.51	66175.27	87084.6	55701.08	63039.17	98831.32	117804.51	198964.82	93577.74
K05596	1838.75	969	1289.45	851	2824.5	349.67	2173.75	3102.25	3773.23	3073	1466.5	6623.62	1215	2640.75	1027.25	714.25	288.75	3211.21	1088	2823.08	912.5	3878.5	1276.75	4866.75	24297.5	12804.25	18593.93	15877.17	1249	2724	17222.75	796	9830.4	325.75	7494.5	6922	10225.22	22951.75	3779.5	13713	1067.75	3813.08	6238.5	1076	10598.25	7582.75	18290.5	1350.75	899	1740.5	722.5	1401.33	2447.75	2324.75	1628.5	1391.5	1699.83	115.5	407	951.83	501.95	166.5	1726.1	2010.75	1392.92	37932.05	357	652	184.5	1203.75	1815.25	283.75	314.75	1981.5	2450.85	1168.67	1944.08	1713.75	19027.17	12314.35	3920.15	3673.25	3719.75	12249.6	13419.87	10350.75	17393.65	18164.1	16742.1	8130.05	28639
K05597	0	106	0	0	11	0	0	0	0	7	0	0	3	0	0	0	0	14	0	0	38	0	0	22	597	6	56	170	3	5	0	0	25	0	64	18	3	35	13	65	390	24	0	0	18	4	0	43	0	0	10	42	133	48	17	0	19	0	22	0	5	0	0	0	0	116	0	0	0	6	8	0	0	137	4	2	10	16	0	30	304	45	9	0	22	12	0	61	12	18	12
K05599	0	0	0	0	0	0	0	0	0.8	0	0	3.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.6	3	0	0	4	0	4.4	0	0	14	4.8	10	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	4.2	0	1.6	3	0	2.8	0	0	0	0	0	0	0	0	0.6	0	0	0	0	2.6	1.4	0	0	4.6	1.2	0	0.4	10.6	4.6	0.8	0
K05600	0	0	0	0	0	0	0	0	0.8	0	0	3.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.6	3	0	0	4	0	4.4	0	0	14	4.8	10	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	4.2	0	1.6	3	0	2.8	0	0	0	0	0	0	0	0	0.6	0	0	0	0	2.6	1.4	0	0	4.6	1.2	0	0.4	10.6	4.6	0.8	0
K05601	114410.43	72305.12	59037.29	70666.68	56397.8	64324.1	113555.04	71075.09	161851.65	41447.7	62004.79	37888.35	55484.55	60184.13	35460.42	25599.88	39418.17	48631.62	46784.57	35321.91	159466.76	37839.32	69866.05	429427.41	348036.16	99174.41	410073.88	312560.63	388435.95	432886.16	303574.49	147835.63	316865.26	119809.05	166956.3	165375.02	98685.45	232431.05	170278.29	300103.2	176051.1	157060.22	172392.69	163694.54	160435.12	179419.77	63550.67	121581.03	95679.05	112508.15	176614.87	91660.05	141496.47	138044.27	118982.05	114340.31	120930.74	195853.93	168509.9	140789.8	117754.66	144099.62	158011	119545.5	143502.89	46151.25	149319.93	173648.21	228930.25	77480.85	156369.7	251697.72	173245.57	105726.08	133448.59	242102.73	97644.95	133851.8	168285.2	121898.38	111282.1	73417.57	119307.13	219793.12	165268.34	109060.75	74019.11	82478.28	148367.57	256692.76	61695.15
K05602	0	0	0	0	3	0	8	1.5	15	15	7	35.67	0	5	18	11	42	10.71	0	13.33	0	16	9	43	81.83	16	111	156	10.5	19	32.5	12	188	40	132.5	38.5	159	777.5	25	145	9.83	13.5	27.5	6	2	0	40	0	0	0	111	1.33	9	43	7.5	0	0	11	0	0	7	0	2	0	6.67	32.5	0	0	0	0	21	0	7	116.5	0	61.67	173	0	13	35	9	0	0	57	376.5	41	72.5	431.33	262.5	206	362
K05603	12	29	4.2	80	5	0	0	1105	358	7	0	0	28	0	45	0	0	21	64	8	12	0	0	23	36	0	0	0	16	2	0	0	30	175	34	12	3	159	31	34	5	4	0	88	18	2994	0	4	0	0	0	10	33	201	0	4	5	0	22	294	5	6	98	0	0	93	0	0	0	6	36	0	0	5	557	9	19	16	120	23	20	15	504	0	3	12	0	25	0	18	11
K05605	15	127	10	65	0	423	435	0	150	0	0	0	0	0	10	0	0	0	259	121	0	20	0	5	74	0	0	0	578	1686	97	0	851	0	0	229	30	1163	0	0	0	0	40	207	646	34	0	0	110	0	50	0	0	433	143	146	0	0	10	7	0	418	141	0	0	0	0	87	0	0	47	12	0	3	283	88	4	1410	48	0	417	52	0	0	715	0	0	0	90	26	9
K05606	24483.9	19938.37	17025.97	24755.05	16326.08	12093.87	33614.14	19428.67	30760.23	11108.83	14743.64	23921.67	5744.5	9369.96	10521.5	222.58	1252.67	16466.04	31567.09	16533.74	18044.84	20709.79	11554.85	75534.08	137632.96	314617.25	247179.88	134604.87	80231.89	69052.41	134434.33	8456.8	152505.88	11151.8	31363.33	33279.54	37499.33	90761.58	87953.83	113431.48	13495.34	43958.92	48410.16	15116.72	19629.8	29427.27	8364.9	21102.75	28346.3	18396.9	34332.09	56989.5	84862.12	40427.59	37205.67	47279.49	22861.46	6311.18	6811.37	4861.85	6656.83	42234.75	14899.16	33921.25	9282.12	135183.25	32973.58	19422.78	103944.25	20395.97	46377.11	26425.2	10699.75	11216	20665.79	15157.92	7402.74	93616.08	16866.92	40414.96	49999.55	19838.89	24343.38	57504.6	71582.79	58037.58	53324.96	93741.91	94932.84	126384.16	80031.75
K05658	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	94	0	0	50	0	0	0	0	0	0	0	0	0	268	0	14	0	0	0	0	0	71	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	43	0	0	43	0	159	70	0	67	0	0	0	0	0	519	0	0	4345	0	0	0	0	0	0	0	0	0	0	0	24	0	0	636
K05660	0	0	0	0	0	0	73	0	92	150	0	1772	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	1233	16	0	0	0	0	0	0	0	0	0	0	0	0	0	4534	0	0	16	0	30	23	0	0	0	93	0	1839	0	0	0	16	0	300	0	124	116	737	0	184	0	0	0	0	0	2896	33	0	0	0	0	0	0	0	75	0	196	0	1466	9678	415	844	0	49
K05663	0	0	0	0	0	0	73	0	92	150	0	1772	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	1233	16	0	0	0	0	0	0	0	0	0	0	0	0	0	4534	0	0	16	0	30	23	0	0	0	93	0	1839	0	0	0	16	0	300	0	124	116	737	0	184	0	0	0	0	0	2896	33	0	0	0	0	0	0	0	75	0	196	0	1466	9678	415	844	0	49
